Identificador do processo de viagem ,Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
13433511,2,20170110,Brasil,Maranhão,São Luís,20170111,Brasil,Pará,Belém,Aéreo,1.00,"Sim
"
13433511,1,20170109,Brasil,Distrito Federal,Brasília,20170110,Brasil,Maranhão,São Luís,Aéreo,1.00,"Sim
"
13433536,1,20170110,Brasil,Distrito Federal,Brasília,20170113,Armênia,,Iereván,Aéreo,0.00,"Não
"
13433740,2,20170106,Brasil,Acre,Rio Branco,20170107,Brasil,Rondônia,Porto Velho,Aéreo,1.00,"Sim
"
13433740,3,20170107,Brasil,Rondônia,Porto Velho,20170107,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13433740,1,20170104,Brasil,Distrito Federal,Brasília,20170106,Brasil,Acre,Rio Branco,Aéreo,2.00,"Sim
"
13434501,2,20170113,Estados Unidos da América,,Dallas,20170114,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13434501,1,20170108,Brasil,São Paulo,Guarulhos,20170113,Estados Unidos da América,,Dallas,Aéreo,0.00,"Sim
"
13434725,2,20170319,Brasil,Rio Grande do Sul,Porto Alegre,20170319,Brasil,Paraná,Foz do Iguaçu,Aéreo,0.00,"Não
"
13434725,3,20170319,Brasil,Paraná,Foz do Iguaçu,20170324,Brasil,Paraná,Foz do Iguaçu,Inválido,0.00,"Sim
"
13434725,5,20170324,Brasil,Rio Grande do Sul,Porto Alegre,20170324,Brasil,Rio Grande do Sul,Feliz,Rodoviário,0.00,"Não
"
13434725,1,20170319,Brasil,Rio Grande do Sul,Feliz,20170319,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13434725,4,20170324,Brasil,Paraná,Foz do Iguaçu,20170324,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13435205,2,20170119,Brasil,Roraima,Boa Vista,20170119,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13435205,1,20170117,Brasil,Distrito Federal,Brasília,20170119,Brasil,Roraima,Boa Vista,Aéreo,2.00,"Sim
"
13435473,3,20170124,Brasil,Distrito Federal,Brasília,20170131,Brasil,Distrito Federal,Brasília,Inválido,0.00,"Não
"
13435473,1,20170118,Brasil,Distrito Federal,Brasília,20170124,Brasil,Tocantins,Palmas,Aéreo,6.00,"Sim
"
13435473,4,20170131,Brasil,Distrito Federal,Brasília,20170205,Brasil,Tocantins,Palmas,Aéreo,5.00,"Sim
"
13435473,2,20170124,Brasil,Tocantins,Palmas,20170124,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13435473,5,20170205,Brasil,Tocantins,Palmas,20170205,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13435534,1,20170315,Brasil,Distrito Federal,Brasília,20170317,Brasil,Amazonas,Manaus,Aéreo,2.00,"Sim
"
13435534,2,20170317,Brasil,Amazonas,Manaus,20170317,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13436680,2,20170121,Estados Unidos da América,,Miami,20170128,Estados Unidos da América,,Miami,Inválido,7.00,"Sim
"
13436680,3,20170128,Estados Unidos da América,,Miami,20170129,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13436680,1,20170120,Brasil,Distrito Federal,Brasília,20170121,Estados Unidos da América,,Miami,Aéreo,0.00,"Não
"
13436752,2,20170121,Estados Unidos da América,,Miami,20170128,Estados Unidos da América,,Miami,Inválido,7.00,"Sim
"
13436752,3,20170128,Estados Unidos da América,,Miami,20170129,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13436752,1,20170120,Brasil,Distrito Federal,Brasília,20170121,Estados Unidos da América,,Miami,Aéreo,0.00,"Não
"
13436806,4,20170112,Brasil,Maranhão,São Luís,20170113,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Não
"
13436806,1,20170111,Brasil,Rio Grande do Norte,Natal,20170111,Brasil,Maranhão,São Luís,Aéreo,0.00,"Não
"
13436806,2,20170111,Brasil,Maranhão,São Luís,20170112,Brasil,Maranhão,Alcântara,Veículo Oficial,0.00,"Sim
"
13436806,3,20170112,Brasil,Maranhão,Alcântara,20170112,Brasil,Maranhão,São Luís,Veículo Oficial,0.00,"Não
"
13436817,2,20170121,Estados Unidos da América,,Miami,20170128,Estados Unidos da América,,Miami,Inválido,7.00,"Sim
"
13436817,3,20170128,Estados Unidos da América,,Miami,20170129,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13436817,1,20170120,Brasil,Distrito Federal,Brasília,20170121,Estados Unidos da América,,Miami,Aéreo,0.00,"Não
"
13437548,1,20170216,Brasil,Paraíba,Campina Grande,20170217,Brasil,Sergipe,Aracaju,Aéreo,1.00,"Sim
"
13437548,2,20170217,Brasil,Sergipe,Aracaju,20170218,Brasil,Paraíba,Campina Grande,Aéreo,1.00,"Não
"
13438465,2,20170117,Brasil,Amazonas,Manaus,20170117,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13438465,1,20170102,Brasil,São Paulo,Guarulhos,20170117,Brasil,Amazonas,Manaus,Aéreo,15.00,"Sim
"
13439080,4,20170304,Brasil,Rio Grande do Sul,Não-Me-Toque,20170312,Brasil,Rio Grande do Sul,Passo Fundo,Veículo Oficial,8.00,"Sim
"
13439080,6,20170312,Brasil,Rio Grande do Sul,Porto Alegre,20170313,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13439080,5,20170312,Brasil,Rio Grande do Sul,Passo Fundo,20170312,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Oficial,0.00,"Não
"
13439080,3,20170304,Brasil,Rio Grande do Sul,Passo Fundo,20170304,Brasil,Rio Grande do Sul,Não-Me-Toque,Veículo Oficial,0.00,"Não
"
13439080,2,20170304,Brasil,Rio Grande do Sul,Porto Alegre,20170304,Brasil,Rio Grande do Sul,Passo Fundo,Veículo Oficial,0.00,"Não
"
13439080,1,20170303,Brasil,Distrito Federal,Brasília,20170304,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,1.00,"Sim
"
13439302,1,20170131,Brasil,Distrito Federal,Brasília,20170202,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13439302,2,20170202,Brasil,Bahia,Salvador,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13439457,1,20170131,Brasil,Distrito Federal,Brasília,20170202,Brasil,Bahia,Salvador,Aéreo,2.00,"Sim
"
13439457,2,20170202,Brasil,Bahia,Salvador,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13439499,2,20170113,Brasil,Pernambuco,Recife,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13439499,1,20170102,Brasil,Rio de Janeiro,Rio de Janeiro,20170113,Brasil,Pernambuco,Recife,Aéreo,11.00,"Sim
"
13439525,1,20170131,Brasil,Distrito Federal,Brasília,20170202,Brasil,Bahia,Salvador,Aéreo,2.00,"Sim
"
13439525,2,20170202,Brasil,Bahia,Salvador,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13439632,1,20170131,Brasil,Distrito Federal,Brasília,20170202,Brasil,Bahia,Salvador,Aéreo,2.00,"Sim
"
13439632,2,20170202,Brasil,Bahia,Salvador,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13439717,1,20170131,Brasil,Distrito Federal,Brasília,20170202,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13439717,2,20170202,Brasil,Bahia,Salvador,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13440104,2,20170113,Brasil,São Paulo,São Paulo,20170113,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13440104,1,20170112,Brasil,Distrito Federal,Brasília,20170113,Brasil,São Paulo,São Paulo,Aéreo,1.00,"Sim
"
13440152,2,20170122,Brasil,Pernambuco,Petrolina,20170122,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13440152,1,20170119,Brasil,Mato Grosso do Sul,Campo Grande,20170122,Brasil,Pernambuco,Petrolina,Aéreo,3.00,"Sim
"
13441439,2,20170122,Brasil,Pernambuco,Petrolina,20170122,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13441439,1,20170119,Brasil,Mato Grosso do Sul,Campo Grande,20170122,Brasil,Pernambuco,Petrolina,Aéreo,3.00,"Sim
"
13441533,3,20170114,Brasil,São Paulo,Araraquara,20170114,Brasil,São Paulo,Campinas,Rodoviário,0.00,"Não
"
13441533,2,20170108,Brasil,São Paulo,Campinas,20170114,Brasil,São Paulo,Araraquara,Rodoviário,0.00,"Sim
"
13441533,4,20170114,Brasil,São Paulo,Campinas,20170114,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13441533,1,20170108,Brasil,Rio de Janeiro,Rio de Janeiro,20170108,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13441730,1,20170102,Brasil,Distrito Federal,Brasília,20170106,Estados Unidos da América,,Washington,Aéreo,0.00,"Sim
"
13441781,1,20170102,Brasil,Distrito Federal,Brasília,20170105,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13441820,1,20170102,Brasil,Distrito Federal,Brasília,20170105,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13441823,1,20170102,Brasil,Distrito Federal,Brasília,20170105,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13441918,2,20170122,Brasil,Pernambuco,Petrolina,20170122,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13441918,1,20170119,Brasil,Mato Grosso do Sul,Campo Grande,20170122,Brasil,Pernambuco,Petrolina,Aéreo,3.00,"Sim
"
13442082,1,20170110,Brasil,São Paulo,São Paulo,20170113,Itália,,Milão,Aéreo,0.00,"Sim
"
13442105,2,20170122,Brasil,Pernambuco,Petrolina,20170122,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13442105,1,20170119,Brasil,Mato Grosso do Sul,Campo Grande,20170122,Brasil,Pernambuco,Petrolina,Aéreo,3.00,"Sim
"
13442111,1,20170110,Brasil,São Paulo,São Paulo,20170113,Itália,,Milão,Aéreo,0.00,"Não
"
13442123,1,20170110,Brasil,São Paulo,São Paulo,20170113,Itália,,Milão,Aéreo,0.00,"Não
"
13442385,1,20170108,Brasil,Distrito Federal,Brasília,20170113,Rússia,,Moscou,Aéreo,0.00,"Sim
"
13442397,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Rússia,,Moscou,Aéreo,0.00,"Não
"
13442424,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Rússia,,Moscou,Aéreo,0.00,"Não
"
13442427,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Rússia,,Moscou,Aéreo,0.00,"Não
"
13442429,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Rússia,,Moscou,Aéreo,0.00,"Não
"
13442430,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Rússia,,Moscou,Aéreo,0.00,"Não
"
13443171,1,20170107,Brasil,Pernambuco,Recife,20170114,Chile,,Santiago,Aéreo,0.00,"Sim
"
13443171,2,20170114,Chile,,Santiago,20170114,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13444314,1,20170323,Brasil,Ceará,Fortaleza,20170325,Brasil,Pernambuco,Petrolina,Aéreo,0.00,"Sim
"
13444314,2,20170325,Brasil,Pernambuco,Petrolina,20170325,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Não
"
13444438,1,20170211,Brasil,São Paulo,São Paulo,20170219,Espanha,,Barcelona,Aéreo,0.00,"Sim
"
13444438,2,20170219,Espanha,,Barcelona,20170220,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13444635,1,20170625,Brasil,Ceará,Fortaleza,20170708,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,13.00,"Sim
"
13444635,2,20170708,Brasil,Rio de Janeiro,Rio de Janeiro,20170709,Brasil,Ceará,Fortaleza,Aéreo,1.00,"Não
"
13444758,2,20170120,Suíça,,Genebra,20170120,Suíça,,Zurique,Aéreo,0.00,"Não
"
13444758,1,20170117,Brasil,Distrito Federal,Brasília,20170120,Suíça,,Genebra,Aéreo,2.00,"Sim
"
13444758,3,20170120,Suíça,,Zurique,20170121,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13444797,1,20170514,Brasil,Ceará,Fortaleza,20170521,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13444797,2,20170521,Brasil,Rio de Janeiro,Rio de Janeiro,20170522,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Não
"
13445127,2,20170120,Reino Unido,,Londres,20170121,Sudão,,Cartum,Aéreo,1.00,"Não
"
13445127,1,20170116,Sudão,,Cartum,20170120,Reino Unido,,Londres,Aéreo,4.00,"Sim
"
13445174,1,20170108,Brasil,Distrito Federal,Brasília,20170117,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13445174,2,20170117,Brasil,Bahia,Salvador,20170117,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13445607,1,20170112,Brasil,Distrito Federal,Brasília,20170118,Espanha,,Madri,Aéreo,0.00,"Sim
"
13446360,1,20170126,Estados Unidos da América,,Washington,20170130,Honduras,,Tegucigalpa,Aéreo,0.00,"Sim
"
13446388,1,20170125,Brasil,Distrito Federal,Brasília,20170130,Bélgica,,Bruxelas,Aéreo,0.00,"Sim
"
13446434,1,20170104,Suíça,,Genebra,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13446456,1,20170201,Suíça,,Genebra,20170206,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13446471,1,20170201,Suíça,,Genebra,20170206,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13447074,2,20170121,Brasil,Piauí,Teresina,20170121,Brasil,São Paulo,Ribeirão Preto,Aéreo,0.00,"Não
"
13447074,1,20170119,Brasil,São Paulo,Ribeirão Preto,20170121,Brasil,Piauí,Teresina,Aéreo,0.00,"Sim
"
13447244,1,20170306,Brasil,São Paulo,Campinas,20170306,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13447244,2,20170306,Brasil,Minas Gerais,Uberlândia,20170306,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13447324,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13447324,1,20170112,Brasil,Rio de Janeiro,Rio de Janeiro,20170113,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13447621,1,20170108,Brasil,Espírito Santo,Vitória,20170117,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13447621,2,20170117,Brasil,Bahia,Salvador,20170117,Brasil,Espírito Santo,Vitória,Aéreo,0.00,"Não
"
13447622,2,20170118,Brasil,Pará,Belém,20170118,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13447622,1,20170117,Brasil,Rio de Janeiro,Rio de Janeiro,20170118,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13447688,1,20170113,Brasil,São Paulo,São Paulo,20170113,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13447688,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13447707,1,20170113,Brasil,São Paulo,São Paulo,20170113,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13447707,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13449165,1,20170116,Brasil,Minas Gerais,Belo Horizonte,20170117,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13449165,2,20170117,Brasil,Minas Gerais,Uberlândia,20170117,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13449559,1,20170115,Brasil,Minas Gerais,Belo Horizonte,20170120,Líbano,,Beirute,Aéreo,0.00,"Sim
"
13449611,1,20170124,Brasil,Distrito Federal,Brasília,20170128,Itália,,Milão,Aéreo,0.00,"Sim
"
13449642,1,20170103,FINLÂNDIA,,HELSINKI,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13449659,1,20170103,FINLÂNDIA,,HELSINKI,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13449685,1,20170103,FINLÂNDIA,,HELSINKI,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13449690,1,20170103,FINLÂNDIA,,HELSINKI,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13449790,1,20170113,Itália,,Milão,20170119,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13450222,2,20170217,Brasil,Rondônia,Porto Velho,20170217,Brasil,Bahia,Ilhéus,Aéreo,0.00,"Não
"
13450222,1,20170213,Brasil,Bahia,Ilhéus,20170217,Brasil,Rondônia,Porto Velho,Aéreo,0.00,"Sim
"
13450279,1,20170110,Brasil,São Paulo,Campinas,20170113,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13450279,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13450969,1,20170123,Brasil,Rio Grande do Norte,Natal,20170123,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13450969,2,20170123,Brasil,São Paulo,Guarulhos,20170125,Brasil,São Paulo,São José dos Campos,Rodoviário,0.00,"Sim
"
13450969,3,20170125,Brasil,São Paulo,São José dos Campos,20170125,Brasil,São Paulo,Guarulhos,Rodoviário,0.00,"Não
"
13450969,4,20170125,Brasil,São Paulo,Guarulhos,20170125,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Não
"
13451502,1,20170109,Brasil,São Paulo,São Paulo,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13452063,2,20170112,Brasil,Distrito Federal,Brasília,20170112,Brasil,Santa Catarina,Florianópolis,Aéreo,0.00,"Não
"
13452063,1,20170110,Brasil,Santa Catarina,Florianópolis,20170112,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13452188,1,20170217,Brasil,Minas Gerais,Belo Horizonte,20170217,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13452188,2,20170217,Brasil,Minas Gerais,Uberlândia,20170217,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13452196,2,20170126,República Dominicana,,Punta Cana,20170127,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13452196,1,20170120,Brasil,Distrito Federal,Brasília,20170126,República Dominicana,,Punta Cana,Aéreo,5.00,"Sim
"
13452531,2,20170112,Brasil,Paraíba,João Pessoa,20170112,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13452531,1,20170108,Brasil,Rio de Janeiro,Rio de Janeiro,20170112,Brasil,Paraíba,João Pessoa,Aéreo,0.00,"Sim
"
13452989,2,20170126,República Dominicana,,Punta Cana,20170127,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13452989,1,20170120,Brasil,Distrito Federal,Brasília,20170126,República Dominicana,,Punta Cana,Aéreo,5.00,"Sim
"
13452991,2,20170126,República Dominicana,,Punta Cana,20170127,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13452991,1,20170120,Brasil,Distrito Federal,Brasília,20170126,República Dominicana,,Punta Cana,Aéreo,5.00,"Sim
"
13453002,1,20170314,Brasil,Minas Gerais,Diamantina,20170314,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13453002,2,20170314,Brasil,Minas Gerais,Confins,20170316,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13453002,4,20170317,Brasil,Minas Gerais,Confins,20170317,Brasil,Minas Gerais,Diamantina,Veículo Oficial,0.00,"Não
"
13453002,3,20170316,Brasil,Distrito Federal,Brasília,20170317,Brasil,Minas Gerais,Confins,Aéreo,1.00,"Não
"
13453023,1,20170127,Brasil,Paraíba,João Pessoa,20170131,Estados Unidos da América,,Los Angeles,Aéreo,0.00,"Sim
"
13453062,1,20170127,Brasil,Paraíba,João Pessoa,20170131,Estados Unidos da América,,Los Angeles,Aéreo,0.00,"Não
"
13453100,1,20170127,Brasil,Paraíba,João Pessoa,20170131,Estados Unidos da América,,Los Angeles,Aéreo,0.00,"Não
"
13453218,1,20170113,Brasil,São Paulo,São Paulo,20170116,Estados Unidos da América,,Nova York,Aéreo,0.00,"Sim
"
13453397,2,20170210,Brasil,Minas Gerais,Belo Horizonte,20170210,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13453397,1,20170205,Brasil,Rio de Janeiro,Rio de Janeiro,20170210,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13453407,2,20170218,Reino Unido,,Londres,20170219,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13453407,1,20170214,Brasil,Pernambuco,Recife,20170218,Reino Unido,,Londres,Aéreo,0.00,"Sim
"
13453468,2,20170210,Brasil,Minas Gerais,Belo Horizonte,20170210,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13453468,1,20170205,Brasil,Rio de Janeiro,Rio de Janeiro,20170210,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13453594,1,20170103,México,,Cidade do México,20170109,Itália,,Roma,Aéreo,0.00,"Sim
"
13453649,1,20170109,Brasil,Distrito Federal,Brasília,20170116,África do Sul,,Cidade do Cabo,Aéreo,0.00,"Sim
"
13453673,1,20170109,Brasil,Distrito Federal,Brasília,20170113,África do Sul,,Cidade do Cabo,Aéreo,0.00,"Não
"
13453792,1,20170212,França,,Paris,20170216,Etiópia,,Adis-Ababa,Aéreo,0.00,"Sim
"
13453834,1,20170212,França,,Paris,20170217,Etiópia,,Adis-Ababa,Aéreo,0.00,"Não
"
13453910,1,20170110,Brasil,Distrito Federal,Brasília,20170113,Portugal,,Lisboa,Aéreo,0.00,"Sim
"
13454800,1,20170130,Brasil,Mato Grosso do Sul,Campo Grande,20170131,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13454800,2,20170131,Brasil,Minas Gerais,Uberlândia,20170131,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13455183,1,20170102,Brasil,Roraima,Boa Vista,20170103,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Sim
"
13455698,1,20170106,Brasil,Distrito Federal,Brasília,20170106,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Sim
"
13455698,2,20170106,Brasil,São Paulo,Guarulhos,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13456098,3,20170113,Brasil,São Paulo,São José dos Campos,20170113,Brasil,São Paulo,Guarulhos,Veículo Oficial,0.00,"Não
"
13456098,1,20170102,Brasil,Pernambuco,Recife,20170102,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13456098,2,20170102,Brasil,São Paulo,Guarulhos,20170113,Brasil,São Paulo,São José dos Campos,Veículo Oficial,0.00,"Sim
"
13456098,4,20170113,Brasil,São Paulo,Guarulhos,20170113,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13456406,1,20170104,Canadá,,Ottawa,20170107,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13456469,1,20170104,Canadá,,Ottawa,20170107,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13456474,1,20170104,Canadá,,Ottawa,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13456543,1,20170106,Canadá,,Montreal,20170111,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13456547,1,20170111,Brasil,Rio Grande do Sul,Porto Alegre,20170113,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13456547,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13456573,1,20170105,Brasil,Distrito Federal,Brasília,20170109,França,,Paris,Aéreo,0.00,"Sim
"
13456612,1,20170111,Brasil,Santa Catarina,Navegantes,20170114,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13456612,2,20170114,Brasil,Distrito Federal,Brasília,20170114,Brasil,Santa Catarina,Navegantes,Aéreo,0.00,"Não
"
13456672,1,20170108,Brasil,Distrito Federal,Brasília,20170111,Suíça,,Genebra,Aéreo,0.00,"Sim
"
13456686,1,20170108,Brasil,Distrito Federal,Brasília,20170111,Suíça,,Genebra,Aéreo,0.00,"Não
"
13456700,1,20170108,Brasil,Distrito Federal,Brasília,20170111,Suíça,,Genebra,Aéreo,0.00,"Não
"
13456719,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Suíça,,Genebra,Aéreo,0.00,"Sim
"
13456737,1,20170108,Brasil,Distrito Federal,Brasília,20170112,Suíça,,Genebra,Aéreo,0.00,"Sim
"
13456759,1,20170110,Brasil,São Paulo,São Paulo,20170114,Alemanha,,Berlim,Aéreo,0.00,"Sim
"
13457404,3,20170114,Brasil,São Paulo,Campinas,20170114,Brasil,Paraíba,João Pessoa,Aéreo,0.00,"Não
"
13457404,2,20170114,Brasil,São Paulo,Ribeirão Preto,20170114,Brasil,São Paulo,Campinas,Rodoviário,0.00,"Não
"
13457404,1,20170108,Brasil,Paraíba,João Pessoa,20170114,Brasil,São Paulo,Ribeirão Preto,Aéreo,6.00,"Sim
"
13457597,1,20170109,Brasil,Acre,Rio Branco,20170113,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13457597,2,20170113,Brasil,Distrito Federal,Brasília,20170113,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13457611,1,20170105,Brasil,Distrito Federal,Brasília,20170106,Brasil,São Paulo,São Paulo,Aéreo,1.00,"Sim
"
13457611,2,20170106,Brasil,São Paulo,São Paulo,20170106,Brasil,São Paulo,Guarulhos,Veículo Oficial,0.00,"Sim
"
13457611,3,20170106,Brasil,São Paulo,Guarulhos,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13457650,1,20170109,Brasil,Mato Grosso,Cuiabá,20170113,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
