Identificador do processo de viagem,CÛdigo do Ûrg„o superior,Nome do Ûrg„o superior,Codigo do Ûrg„o pagador,Nome do Ûrgao pagador,CÛdigo da unidade gestora pagadora,Nome da unidade gestora pagadora,Tipo de pagamento,Valor
13530385,55000,MINISTERIO DO DESENVOLVIMENTO SOCIAL,37202,INSTITUTO NACIONAL DO SEGURO SOCIAL,512006,COORDENA«√O DE EXECU«√O OR«AMENT¡RIA E FINANC,PASSAGEM                      ,414
13530391,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,763
13530391,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,702
13530392,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,2668
13530393,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,537
13530393,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,566
13530394,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,372
13530402,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,3133
13530402,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,1577
13530402,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,1556
13530406,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,530
13530408,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,734
13530413,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120006,GRUPAMENTO DE APOIO DE BRASILIA,PASSAGEM                      ,362
13530417,55000,MINISTERIO DO DESENVOLVIMENTO SOCIAL,37202,INSTITUTO NACIONAL DO SEGURO SOCIAL,512006,COORDENA«√O DE EXECU«√O OR«AMENT¡RIA E FINANC,PASSAGEM                      ,414
13530417,55000,MINISTERIO DO DESENVOLVIMENTO SOCIAL,37202,INSTITUTO NACIONAL DO SEGURO SOCIAL,512006,COORDENA«√O DE EXECU«√O OR«AMENT¡RIA E FINANC,PASSAGEM                      ,360
13530419,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193099,IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,PASSAGEM                      ,842
13530419,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193099,IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,DI¡RIAS                       ,888
13530427,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170139,DELEGACIA DA RFB EM S.JOSE DO RIO PRETO,PASSAGEM                      ,361
13530427,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170139,DELEGACIA DA RFB EM S.JOSE DO RIO PRETO,DI¡RIAS                       ,318
13530429,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200400,SECRETARIA NACIONAL DO CONSUMIDOR - SENACON,DI¡RIAS                       ,1530
13530429,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,573
13530435,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13530435,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2499
13530439,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,494
13530439,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,326
13530460,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,1319
13530464,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,460
13530464,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,463
13530465,26000,MINISTERIO DA EDUCACAO,26249,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,153166,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,PASSAGEM                      ,560
13530473,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,PASSAGEM                      ,411
13530473,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,DI¡RIAS                       ,631
13530478,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,260
13530478,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,227
13530479,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,326
13530480,26000,MINISTERIO DA EDUCACAO,26291,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,154003,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,DI¡RIAS                       ,1224
13530480,26000,MINISTERIO DA EDUCACAO,26291,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,154003,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,PASSAGEM                      ,688
13530485,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,999
13530485,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,1177
13530490,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170079,DELEGACIA DA RFB EM SALVADOR,PASSAGEM                      ,349
13530490,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170079,DELEGACIA DA RFB EM SALVADOR,DI¡RIAS                       ,946
13530491,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,714
13530497,44000,MINISTERIO DO MEIO AMBIENTE,44205,AGENCIA NACIONAL DE AGUAS,443001,AGENCIA NACIONAL DE AGUAS - COGEF/SAF/ANA,PASSAGEM                      ,550
13530500,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2679
13530500,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2499
13530502,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,152
13530502,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,152389,SECRETARIA DE ARTIC. C/ OS SISTEMAS DE ENSINO,DI¡RIAS                       ,655
13530508,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,1632
13530513,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,512
13530513,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,DI¡RIAS                       ,179
13530514,26000,MINISTERIO DA EDUCACAO,26415,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",158132,"NST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",PASSAGEM                      ,919
13530515,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,734
13530515,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,498
13530517,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,1196
13530517,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,797
13530518,20000,PRESIDENCIA DA REPUBLICA,39253,EMPRESA DE PLANEJAMENTO E LOGISTICA S.A.- EPL,395001,EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL,DI¡RIAS                       ,808
13530521,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,444
13530522,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,714
13530522,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,399
13530523,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",68201,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,682010,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,DI¡RIAS                       ,371
13530527,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,1688
13530527,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,999
13530528,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,434
13530542,36000,MINISTERIO DA SAUDE,36212,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM                      ,539
13530546,36000,MINISTERIO DA SAUDE,36212,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM                      ,838
13530548,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,PASSAGEM                      ,411
13530548,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,PASSAGEM                      ,417
13530550,53000,MINISTERIO DA INTEGRACAO NACIONAL,53000,MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES ,530001,MI/SE/DGI/ADMINISTRACAO GERAL,DI¡RIAS                       ,610
13530550,53000,MINISTERIO DA INTEGRACAO NACIONAL,53000,MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES ,530001,MI/SE/DGI/ADMINISTRACAO GERAL,PASSAGEM                      ,2032
13530552,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,796
13530553,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,434
13530553,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,DI¡RIAS                       ,1224
13530565,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,885
13530565,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,1042
13530570,26000,MINISTERIO DA EDUCACAO,26427,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",158409,INST. FED. DA BAHIA/CAMPUS VIT. DA CONQUISTA,PASSAGEM                      ,421
13530570,26000,MINISTERIO DA EDUCACAO,26427,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",158409,INST. FED. DA BAHIA/CAMPUS VIT. DA CONQUISTA,PASSAGEM                      ,505
13530574,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130007,SECRETARIA DE DEFESA AGROPECUARIA/MAPA,DI¡RIAS                       ,455
13530575,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,366
13530575,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,DI¡RIAS                       ,1064
13530581,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130007,SECRETARIA DE DEFESA AGROPECUARIA/MAPA,PASSAGEM                      ,965
13530581,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130007,SECRETARIA DE DEFESA AGROPECUARIA/MAPA,PASSAGEM                      ,405
13530588,26000,MINISTERIO DA EDUCACAO,26448,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,158718,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,PASSAGEM                      ,585
13530588,26000,MINISTERIO DA EDUCACAO,26448,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,158718,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,PASSAGEM                      ,670
13530591,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,734
13530591,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,624
13530596,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,752
13530596,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,573
13530599,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2779
13530599,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1177
13530602,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,925
13530602,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,755
13530603,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,473
13530605,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,835
13530608,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130097,SECRETARIA DE AQUICULTURA E PESCA,PASSAGEM                      ,223
13530608,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130097,SECRETARIA DE AQUICULTURA E PESCA,PASSAGEM                      ,417
13530610,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,608
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,315
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,3144
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,3077
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,1775
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,3049
13530611,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,336
13530614,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,467
13530614,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,RESTITUI«√O                   ,66
13530618,26000,MINISTERIO DA EDUCACAO,26239,UNIVERSIDADE FEDERAL DO PARA,153063,UNIVERSIDADE FEDERAL DO PARA,PASSAGEM                      ,433
13530619,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170116,SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,DI¡RIAS                       ,186
13530619,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170116,SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,PASSAGEM                      ,192
13530639,26000,MINISTERIO DA EDUCACAO,26270,FUNDACAO UNIVERSIDADE DO AMAZONAS,154039,FUNDACAO UNIVERSIDADE DO AMAZONAS,PASSAGEM                      ,394
13530639,26000,MINISTERIO DA EDUCACAO,26270,FUNDACAO UNIVERSIDADE DO AMAZONAS,154039,FUNDACAO UNIVERSIDADE DO AMAZONAS,DI¡RIAS                       ,580
13530640,26000,MINISTERIO DA EDUCACAO,26418,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",158465,IFPE - CAMPUS VITÛRIA DE SANTO ANT„O,DI¡RIAS                       ,208
13530641,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,1014
13530641,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,999
13530644,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193114,IBAMA - SUPERINTENDENCIA DO PARA/PA,DI¡RIAS                       ,1448
13530644,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193114,IBAMA - SUPERINTENDENCIA DO PARA/PA,PASSAGEM                      ,1887
13530649,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,2521
13530649,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,910
13530652,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,1793
13530652,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,1743
13530660,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,459
13530660,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,714
13530676,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39252,DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,393013,SUPERINTENDENCIA REG. NO ESTADO SC - DNIT,DI¡RIAS                       ,475
13530680,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,PASSAGEM                      ,324
13530680,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,PASSAGEM                      ,314
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,3154
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,869
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,3133
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,448
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,618
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,544
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",DI¡RIAS                       ,1556
13530684,26000,MINISTERIO DA EDUCACAO,26403,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",158142,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",PASSAGEM                      ,660
13530685,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,PASSAGEM                      ,369
13530685,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,PASSAGEM                      ,698
